,Date,IDStation,Temperature,Coordonnees,NomLieu,VitesseVent,Pluie1,Pluie3,Pluie6,Pluie12,Pluie24,Neige,NeigeFraiche
1447428,2018-11-24 00:00:00,7149,6.550000000000011,"48.716833, 2.384333",ORLY,1.7,1.2,3.4,4.6,4.6,4.6,0.0,0.0
1461406,2018-11-24 03:00:00,7149,6.75,"48.716833, 2.384333",ORLY,3.2,0.2,1.7,5.1,6.3,6.3,0.0,0.0
1457404,2018-11-24 06:00:00,7149,7.25,"48.716833, 2.384333",ORLY,3.6,0.0,0.0,1.7,6.3,6.3,0.0,0.0
1455613,2018-11-24 09:00:00,7149,7.149999999999977,"48.716833, 2.384333",ORLY,4.7,0.0,0.0,0.0,5.1,6.3,0.0,0.0
1444289,2018-11-24 12:00:00,7149,8.350000000000023,"48.716833, 2.384333",ORLY,2.8,0.0,0.0,0.0,1.7,6.3,0.0,0.0
1440308,2018-11-24 15:00:00,7149,8.75,"48.716833, 2.384333",ORLY,2.7,0.0,0.0,0.0,0.0,6.3,0.0,0.0
1456966,2018-11-24 18:00:00,7149,5.75,"48.716833, 2.384333",ORLY,1.8,0.0,0.0,0.0,0.0,6.3,0.0,0.0
1459293,2018-11-24 21:00:00,7149,6.350000000000023,"48.716833, 2.384333",ORLY,1.8,0.0,0.0,0.0,0.0,5.1,0.0,0.0
1457721,2018-11-25 00:00:00,7149,4.649999999999977,"48.716833, 2.384333",ORLY,1.3,0.0,0.0,0.0,0.0,1.7,0.0,0.0
1442160,2018-11-25 03:00:00,7149,5.649999999999977,"48.716833, 2.384333",ORLY,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1450067,2018-11-25 06:00:00,7149,6.25,"48.716833, 2.384333",ORLY,1.5,0.6,1.2,1.2,1.2,1.2,0.0,0.0
1442165,2018-11-25 09:00:00,7149,6.949999999999989,"48.716833, 2.384333",ORLY,3.9,0.6,2.6,3.8,3.8,3.8,0.0,0.0
1458186,2018-11-25 12:00:00,7149,8.449999999999989,"48.716833, 2.384333",ORLY,2.8,-0.1,0.4,3.0,4.2,4.2,0.0,0.0
1456979,2018-11-25 15:00:00,7149,8.449999999999989,"48.716833, 2.384333",ORLY,5.3,-0.1,0.4,0.8,4.6,4.6,0.0,0.0
1436794,2018-11-25 18:00:00,7149,7.75,"48.716833, 2.384333",ORLY,6.2,0.0,0.0,0.4,3.4,4.6,0.0,0.0
1459313,2018-11-25 21:00:00,7149,7.550000000000011,"48.716833, 2.384333",ORLY,6.2,-0.1,-0.1,-0.1,0.8,4.6,0.0,0.0
